"accession","version","entryVersion","dataClass","taxonomicDivision","moleculeType","sequenceLength","topology","firstPublic","firstPublicRelease","lastUpdated","lastUpdatedRelease","Row.names","taxID","superkingdom","phylum","class","order","family","genus","species"
"KF621087","1","2","STD","INV","genomic DNA","549","linear","2014-12-08","123","2015-02-18","123","831",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621088","1","2","STD","INV","genomic DNA","626","linear","2014-12-08","123","2015-02-18","123","830",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621091","1","2","STD","INV","genomic DNA","626","linear","2014-12-08","123","2015-02-18","123","827",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621094","1","2","STD","INV","genomic DNA","396","linear","2014-12-08","123","2015-02-18","123","824",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621083","1","2","STD","INV","genomic DNA","503","linear","2014-12-08","123","2015-02-18","123","835",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621085","1","2","STD","INV","genomic DNA","626","linear","2014-12-08","123","2015-02-18","123","833",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621089","1","2","STD","INV","genomic DNA","626","linear","2014-12-08","123","2015-02-18","123","829",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621090","1","2","STD","INV","genomic DNA","549","linear","2014-12-08","123","2015-02-18","123","828",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621092","1","2","STD","INV","genomic DNA","533","linear","2014-12-08","123","2015-02-18","123","826",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621093","1","2","STD","INV","genomic DNA","471","linear","2014-12-08","123","2015-02-18","123","825",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621082","1","2","STD","INV","genomic DNA","626","linear","2014-12-08","123","2015-02-18","123","836",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621084","1","2","STD","INV","genomic DNA","271","linear","2014-12-08","123","2015-02-18","123","834",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621095","1","2","STD","INV","genomic DNA","626","linear","2014-12-08","123","2015-02-18","123","823",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621097","1","2","STD","INV","genomic DNA","362","linear","2014-12-08","123","2015-02-18","123","821",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621086","1","2","STD","INV","genomic DNA","562","linear","2014-12-08","123","2015-02-18","123","832",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF621096","1","2","STD","INV","genomic DNA","564","linear","2014-12-08","123","2015-02-18","123","822",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KJ572978","1","2","STD","INV","genomic DNA","668","linear","2014-05-16","120","2014-07-18","121","921",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KJ572979","1","2","STD","INV","genomic DNA","669","linear","2014-05-16","120","2014-07-18","121","920",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KU893126","1","1","STD","INV","genomic DNA","1760","linear","2017-02-15","131","2017-02-15","131","470",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KU893127","1","1","STD","INV","genomic DNA","1740","linear","2017-02-15","131","2017-02-15","131","469",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"DQ060324","1","2","STD","INV","genomic DNA","543","linear","2005-08-01","84","2006-01-06","86","1045",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"DQ060326","1","2","STD","INV","genomic DNA","518","linear","2005-08-01","84","2006-01-06","86","1043",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"DQ060327","1","2","STD","INV","genomic DNA","568","linear","2005-08-01","84","2006-01-06","86","1042",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"DQ060325","1","2","STD","INV","genomic DNA","563","linear","2005-08-01","84","2006-01-06","86","1044",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"DQ060328","1","2","STD","INV","genomic DNA","543","linear","2005-08-01","84","2006-01-06","86","1041",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"DQ060329","1","2","STD","INV","genomic DNA","550","linear","2005-08-01","84","2006-01-06","86","1040",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012821","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","688",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012828","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","681",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012829","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","680",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012826","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","683",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012834","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","675",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012833","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","676",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012836","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","673",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012832","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","677",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012838","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","671",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012822","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","687",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012823","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","686",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012824","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","685",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012827","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","682",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012837","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","672",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012835","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","674",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012825","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","684",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012830","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","679",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012831","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","678",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"LC012839","1","1","STD","INV","genomic DNA","224","linear","2014-12-12","123","2014-12-12","123","670",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595893","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","110",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595899","1","1","STD","INV","genomic DNA","597","linear","2019-05-24","140","2019-05-24","140","104",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595900","1","1","STD","INV","genomic DNA","597","linear","2019-05-24","140","2019-05-24","140","103",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595903","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","100",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595906","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","97",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595894","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","109",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595895","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","108",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595897","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","106",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595898","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","105",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595902","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","101",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595904","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","99",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595892","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","111",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595896","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","107",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595901","1","1","STD","INV","genomic DNA","589","linear","2019-05-24","140","2019-05-24","140","102",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595905","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","98",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595907","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","96",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595909","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","94",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595910","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","93",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595911","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","92",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH595908","1","1","STD","INV","genomic DNA","598","linear","2019-05-24","140","2019-05-24","140","95",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KP167594","1","1","STD","INV","genomic DNA","500","linear","2015-04-02","124","2015-04-02","124","766",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG807345","1","1","STD","INV","genomic DNA","614","linear","2018-08-06","137","2018-08-06","137","313",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG807347","1","1","STD","INV","genomic DNA","614","linear","2018-08-06","137","2018-08-06","137","311",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG807346","1","1","STD","INV","genomic DNA","614","linear","2018-08-06","137","2018-08-06","137","312",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KJ868814","1","2","STD","INV","genomic DNA","386","linear","2014-08-20","121","2017-11-20","134","397",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX466886","1","2","STD","INV","genomic DNA","651","linear","2012-10-15","114","2013-09-26","118","962",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX466885","1","2","STD","INV","genomic DNA","651","linear","2012-10-15","114","2013-09-26","118","963",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX466884","1","2","STD","INV","genomic DNA","651","linear","2012-10-15","114","2013-09-26","118","964",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX466880","1","2","STD","INV","genomic DNA","651","linear","2012-10-15","114","2013-09-26","118","968",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX466881","1","2","STD","INV","genomic DNA","651","linear","2012-10-15","114","2013-09-26","118","967",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX466883","1","2","STD","INV","genomic DNA","651","linear","2012-10-15","114","2013-09-26","118","965",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JX466882","1","2","STD","INV","genomic DNA","651","linear","2012-10-15","114","2013-09-26","118","966",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JN584478","1","1","STD","INV","genomic DNA","747","linear","2012-09-14","114","2012-09-14","114","1003",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JN584477","1","1","STD","INV","genomic DNA","747","linear","2012-09-14","114","2012-09-14","114","1004",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"HQ605710","1","3","STD","INV","genomic DNA","595","linear","2010-12-29","107","2011-04-19","108","1026",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG241229","1","1","STD","INV","genomic DNA","551","linear","2017-10-31","134","2017-10-31","134","399",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KJ868815","3","2","STD","INV","genomic DNA","338","linear","2014-08-20","121","2017-11-20","134","394",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KJ868816","3","2","STD","INV","genomic DNA","327","linear","2014-08-20","121","2017-11-20","134","393",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KU729738","1","1","STD","INV","genomic DNA","664","linear","2016-10-05","130","2016-10-05","130","515",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KU729737","1","1","STD","INV","genomic DNA","664","linear","2016-10-05","130","2016-10-05","130","516",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267952","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","643",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267953","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","642",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267954","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","641",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267956","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","639",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267962","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","633",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267963","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","632",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267961","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","634",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267951","1","1","STD","INV","genomic DNA","665","linear","2015-12-08","127","2015-12-08","127","644",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267959","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","636",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267964","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","631",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267965","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","630",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267957","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","638",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267955","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","640",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267958","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","637",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT267960","1","1","STD","INV","genomic DNA","666","linear","2015-12-08","127","2015-12-08","127","635",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KJ831221","2","2","STD","INV","genomic DNA","518","linear","2014-08-26","121","2015-02-13","123","858",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KY693670","1","3","STD","INV","genomic DNA","704","linear","2018-11-09","138","2018-11-28","139","423",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KU232309","1","1","STD","INV","genomic DNA","583","linear","2016-05-13","128","2016-05-13","128","610",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KU232310","1","1","STD","INV","genomic DNA","634","linear","2016-05-13","128","2016-05-13","128","609",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"EF650846","1","1","STD","INV","genomic DNA","235","linear","2007-12-05","94","2007-12-05","94","1097",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645950","1","1","STD","INV","genomic DNA","596","linear","2019-03-25","140","2019-03-25","140","196",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645954","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","192",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645969","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","177",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645967","1","1","STD","INV","genomic DNA","598","linear","2019-03-25","140","2019-03-25","140","179",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645968","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","178",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645970","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","176",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645953","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","193",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645961","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","185",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645946","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","200",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645966","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","180",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645948","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","198",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645960","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","186",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645949","1","1","STD","INV","genomic DNA","602","linear","2019-03-25","140","2019-03-25","140","197",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645955","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","191",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645956","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","190",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645965","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","181",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645958","1","1","STD","INV","genomic DNA","596","linear","2019-03-25","140","2019-03-25","140","188",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK645959","1","1","STD","INV","genomic DNA","597","linear","2019-03-25","140","2019-03-25","140","187",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
